2025-09-22 16:39:31|UTHR|Rothblatt Martine A|S|414.19|-8000
2025-09-22 16:27:42|DAVE|Beilman Kyle|S|230.07|-59541
2025-09-22 16:26:26|DAVE|Wilk Jason|S|230.28|-81693
2025-09-22 16:17:34|DUOL|Hacker Severin|S|288.94|-10000
2025-09-22 16:15:11|AGX|Sweeney Karen|S|264.25|-390
2025-09-22 16:15:09|AGX|Quinn James W|S|260.34|-16557
2025-09-22 16:14:58|RGTI|Sandford Helene Gail|S|24.75|-17635
2025-09-22 16:10:44|MHH|Shaw Steven A|P|7.76|4537
2025-09-22 16:08:45|TG|Gamco Investors, Inc. Et Al|S|8.16|-2700
2025-09-22 16:00:05|LLY|Lilly Endowment Inc|S|763.1|-23665
2025-09-22 15:36:28|UUUU|Bovaird J. Birks|S|14.85|-10000
2025-09-22 15:33:00|CBKM|Lober Ralph J II|P|22.96|594
2025-09-22 12:43:24|TPL|Horizon Kinetics Asset Management LLC|P|896.6|1
2025-09-22 12:01:27|PGR|Murphy John Jo|S|242.1|-2218
2025-09-22 12:00:00|PFBX|Stilwell Joseph|P|20.2|281
2025-09-22 11:55:10|PGR|Callahan Patrick K|S|242.22|-6420
2025-09-22 11:35:13|PGR|Broz Steven|S|242.1|-1345
2025-09-22 10:31:31|AROC|Rebrook Jason C|P|24.16|10000
